"SubNo","TrialNo","Mapping","State","Resp","Acc","Reward","Balance","Condition","RewardedOrNot"
"6",66,"1","1","0","0",0,5.1,"control","0"
"6",67,"1","1","1","1",0.025,5.125,"control","1"
"6",68,"1","1","0","0",0,5.125,"control","0"
"6",69,"1","0","1","0",0,5.125,"control","0"
"6",70,"1","0","0","1",0.025,5.15,"control","1"
"6",71,"1","1","0","0",0,5.15,"control","0"
"6",72,"1","1","0","0",0,5.15,"control","0"
"6",73,"1","0","0","1",0.025,5.175,"control","1"
"6",74,"1","1","0","0",0,5.175,"control","0"
"6",75,"1","0","0","1",0.025,5.2,"control","1"
"6",76,"1","1","0","0",0,5.2,"control","0"
"6",77,"1","0","1","0",0,5.2,"control","0"
"6",78,"1","1","0","0",0,5.2,"control","0"
"6",79,"1","0","1","0",0,5.2,"control","0"
"6",80,"1","0","0","1",0.025,5.225,"control","1"
"6",81,"1","1","0","0",0,5.225,"control","0"
"6",82,"1","0","1","0",0,5.225,"control","0"
"6",83,"1","0","0","1",0.025,5.25,"control","1"
"6",84,"1","1","1","1",0.025,5.275,"control","1"
"6",85,"1","1","1","1",0.025,5.3,"control","1"
"6",86,"1","1","1","1",0.025,5.325,"control","1"
"6",87,"1","0","1","0",0,5.325,"control","0"
"6",88,"1","1","0","0",0,5.325,"control","0"
"6",89,"1","0","0","1",0.025,5.35,"control","1"
"6",90,"1","0","0","1",0.025,5.375,"control","1"
"6",91,"1","1","1","1",0.025,5.4,"control","1"
"6",92,"1","0","1","0",0,5.4,"control","0"
"6",93,"1","1","1","1",0.025,5.425,"control","1"
"6",94,"1","0","0","1",0.025,5.45,"control","1"
"6",95,"1","1","0","0",0,5.45,"control","0"
"6",96,"1","0","0","1",0.025,5.475,"control","1"
"6",97,"1","1","1","1",0.025,5.5,"control","1"
"6",98,"1","0","0","1",0.025,5.525,"control","1"
"6",99,"1","1","0","0",0,5.525,"control","0"
"6",100,"1","0","0","1",0.025,5.55,"control","1"
"6",101,"0","1","0","0",0,5.55,"control","0"
"6",102,"0","1","1","1",0.025,5.575,"control","1"
"6",103,"0","1","1","1",0.025,5.6,"control","1"
"6",104,"0","0","0","1",0.025,5.625,"control","1"
"6",105,"0","0","0","1",0.025,5.65,"control","1"
"6",106,"0","0","0","1",0.025,5.675,"control","1"
"6",107,"0","1","0","0",0,5.675,"control","0"
"6",108,"0","1","1","1",0.025,5.7,"control","1"
"6",109,"0","0","0","1",0.025,5.725,"control","1"
"6",110,"0","0","0","1",0.025,5.75,"control","1"
"6",111,"0","1","0","0",0,5.75,"control","0"
"6",112,"0","0","1","0",0,5.75,"control","0"
"6",113,"0","0","1","0",0,5.75,"control","0"
"6",114,"0","1","1","1",0.025,5.775,"control","1"
"6",115,"0","1","1","1",0.025,5.8,"control","1"
"6",116,"0","1","0","0",0,5.8,"control","0"
"6",117,"0","1","1","1",0.025,5.825,"control","1"
"6",118,"0","0","0","1",0.025,5.85,"control","1"
"6",119,"0","1","1","1",0.025,5.875,"control","1"
"6",120,"0","0","1","0",0,5.875,"control","0"
"6",121,"0","1","1","1",0.025,5.9,"control","1"
"6",122,"0","0","1","0",0,5.9,"control","0"
"6",123,"0","0","0","1",0.025,5.925,"control","1"
"6",124,"0","0","0","1",0.025,5.95,"control","1"
"6",125,"0","0","0","1",0.025,5.975,"control","1"
"6",126,"0","0","1","0",0,5.975,"control","0"
"6",127,"0","0","0","1",0.025,6,"control","1"
"6",128,"0","0","0","1",0.025,6.025,"control","1"
"6",129,"0","1","1","1",0.025,6.05,"control","1"
"6",130,"0","0","1","0",0,6.05,"control","0"
"6",131,"0","1","1","1",0.025,6.075,"control","1"
"6",132,"0","1","1","1",0.025,6.1,"control","1"
"6",133,"0","0","1","0",0,6.1,"control","0"
"6",134,"0","1","1","1",0.025,6.125,"control","1"
"6",135,"0","1","1","1",0.025,6.15,"control","1"
"6",136,"0","1","1","1",0.025,6.175,"control","1"
"6",137,"0","1","1","1",0.025,6.2,"control","1"
"6",138,"0","0","1","0",0,6.2,"control","0"
"6",139,"0","1","1","1",0.025,6.225,"control","1"
"6",140,"0","0","0","1",0.025,6.25,"control","1"
"6",141,"0","1","1","1",0.025,6.275,"control","1"
"6",142,"0","0","0","1",0.025,6.3,"control","1"
"6",143,"0","0","0","1",0.025,6.325,"control","1"
"6",144,"0","0","0","1",0.025,6.35,"control","1"
"6",145,"0","1","1","1",0.025,6.375,"control","1"
"6",146,"0","0","0","1",0.025,6.4,"control","1"
"6",147,"0","0","0","1",0.025,6.425,"control","1"
"6",148,"0","0","0","1",0.025,6.45,"control","1"
"6",149,"0","1","0","0",0,6.45,"control","0"
"6",150,"0","0","1","0",0,6.45,"control","0"
"6",151,"0","1","1","1",0.025,6.475,"control","1"
"6",152,"0","1","1","1",0.025,6.5,"control","1"
"6",153,"0","1","1","1",0.025,6.525,"control","1"
"6",154,"0","1","1","1",0.025,6.55,"control","1"
"6",155,"0","1","1","1",0.025,6.575,"control","1"
"6",156,"0","0","0","1",0.025,6.6,"control","1"
"6",157,"0","0","0","1",0.025,6.625,"control","1"
"6",158,"0","0","0","1",0.025,6.65,"control","1"
"6",159,"0","1","0","0",0,6.65,"control","0"
"6",160,"0","1","0","0",0,6.65,"control","0"
"6",161,"0","1","1","1",0.025,6.675,"control","1"
"6",162,"0","1","1","1",0.025,6.7,"control","1"
"6",163,"0","0","0","1",0.025,6.725,"control","1"
"6",164,"0","0","0","1",0.025,6.75,"control","1"
"6",165,"0","1","1","1",0.025,6.775,"control","1"
"6",166,"0","0","0","1",0.025,6.8,"control","1"
"6",167,"0","0","0","1",0.025,6.825,"control","1"
"6",168,"0","1","1","1",0.025,6.85,"control","1"
"6",169,"0","0","0","1",0.025,6.875,"control","1"
"6",170,"0","0","1","0",0,6.875,"control","0"
"6",171,"0","1","1","1",0.025,6.9,"control","1"
"6",172,"0","1","1","1",0.025,6.925,"control","1"
"6",173,"0","0","0","1",0.025,6.95,"control","1"
"6",174,"0","0","0","1",0.025,6.975,"control","1"
"6",175,"0","1","1","1",0.025,7,"control","1"
"6",176,"0","1","1","1",0.025,7.025,"control","1"
"6",177,"0","0","0","1",0.025,7.05,"control","1"
"6",178,"0","1","1","1",0.025,7.075,"control","1"
"6",179,"0","1","1","1",0.025,7.1,"control","1"
"6",180,"0","1","1","1",0.025,7.125,"control","1"
"6",181,"0","1","1","1",0.025,7.15,"control","1"
"6",182,"0","0","0","1",0.025,7.175,"control","1"
"6",183,"0","1","0","0",0,7.175,"control","0"
"6",184,"0","1","1","1",0.025,7.2,"control","1"
"6",185,"0","0","0","1",0.025,7.225,"control","1"
"6",186,"0","1","0","0",0,7.225,"control","0"
"6",187,"0","0","0","1",0.025,7.25,"control","1"
"6",188,"0","0","1","0",0,7.25,"control","0"
"6",189,"0","0","1","0",0,7.25,"control","0"
"6",190,"0","1","1","1",0.025,7.275,"control","1"
"6",191,"0","0","1","0",0,7.275,"control","0"
"6",192,"0","0","0","1",0.025,7.3,"control","1"
"6",193,"0","0","0","1",0.025,7.325,"control","1"
"6",194,"0","1","1","1",0.025,7.35,"control","1"
"6",195,"0","1","1","1",0.025,7.375,"control","1"
"6",196,"0","0","0","1",0.025,7.4,"control","1"
"6",197,"0","0","0","1",0.025,7.425,"control","1"
"6",198,"0","1","1","1",0.025,7.45,"control","1"
"6",199,"0","0","0","1",0.025,7.475,"control","1"
"6",200,"0","1","0","0",0,7.475,"control","0"
"7",1,"0","0","0","1",0.025,4.025,"control","1"
"7",2,"0","1","1","1",0.025,4.05,"control","1"
"7",3,"0","0","0","1",0.025,4.075,"control","1"
"7",4,"0","0","0","1",0.025,4.1,"control","1"
"7",5,"0","0","0","1",0.025,4.125,"control","1"
"7",6,"0","1","0","0",0,4.125,"control","0"
"7",7,"0","1","1","1",0.025,4.15,"control","1"
"7",8,"0","0","0","1",0.025,4.175,"control","1"
"7",9,"0","1","0","0",0,4.175,"control","0"
"7",10,"0","1","0","0",0,4.175,"control","0"
"7",11,"0","0","0","1",0.025,4.2,"control","1"
"7",12,"0","1","0","0",0,4.2,"control","0"
"7",13,"0","0","0","1",0.025,4.225,"control","1"
"7",14,"0","0","0","1",0.025,4.25,"control","1"
"7",15,"0","1","1","1",0.025,4.275,"control","1"
"7",16,"0","0","0","1",0.025,4.3,"control","1"
"7",17,"0","1","1","1",0.025,4.325,"control","1"
"7",18,"0","1","1","1",0.025,4.35,"control","1"
"7",19,"0","1","1","1",0.025,4.375,"control","1"
"7",20,"0","0","1","0",0,4.375,"control","0"
"7",21,"0","0","0","1",0.025,4.4,"control","1"
"7",22,"0","1","0","0",0,4.4,"control","0"
"7",23,"0","0","0","1",0.025,4.425,"control","1"
"7",24,"0","1","1","1",0.025,4.45,"control","1"
"7",25,"0","0","0","1",0.025,4.475,"control","1"
"7",26,"0","1","1","1",0.025,4.5,"control","1"
"7",27,"0","1","1","1",0.025,4.525,"control","1"
"7",28,"0","0","1","0",0,4.525,"control","0"
"7",29,"0","1","0","0",0,4.525,"control","0"
"7",30,"0","0","0","1",0.025,4.55,"control","1"
"7",31,"0","0","0","1",0.025,4.575,"control","1"
"7",32,"0","0","0","1",0.025,4.6,"control","1"
"7",33,"0","1","0","0",0,4.6,"control","0"
"7",34,"0","1","1","1",0.025,4.625,"control","1"
"7",35,"0","0","0","1",0.025,4.65,"control","1"
"7",36,"0","0","0","1",0.025,4.675,"control","1"
"7",37,"0","1","0","0",0,4.675,"control","0"
"7",38,"0","1","1","1",0.025,4.7,"control","1"
"7",39,"0","0","0","1",0.025,4.725,"control","1"
"7",40,"0","1","1","1",0.025,4.75,"control","1"
"7",41,"0","1","0","0",0,4.75,"control","0"
"7",42,"0","1","0","0",0,4.75,"control","0"
"7",43,"0","0","0","1",0.025,4.775,"control","1"
"7",44,"0","0","0","1",0.025,4.8,"control","1"
"7",45,"0","1","0","0",0,4.8,"control","0"
"7",46,"0","1","0","0",0,4.8,"control","0"
"7",47,"0","1","0","0",0,4.8,"control","0"
"7",48,"0","0","0","1",0.025,4.825,"control","1"
"7",49,"0","1","0","0",0,4.825,"control","0"
"7",50,"0","1","1","1",0.025,4.85,"control","1"
"7",51,"0","1","0","0",0,4.85,"control","0"
"7",52,"0","1","1","1",0.025,4.875,"control","1"
"7",53,"0","1","1","1",0.025,4.9,"control","1"
"7",54,"0","1","0","0",0,4.9,"control","0"
"7",55,"0","1","1","1",0.025,4.925,"control","1"
"7",56,"0","0","0","1",0.025,4.95,"control","1"
"7",57,"0","1","0","0",0,4.95,"control","0"
"7",58,"0","0","1","0",0,4.95,"control","0"
"7",59,"0","1","1","1",0.025,4.975,"control","1"
"7",60,"0","0","1","0",0,4.975,"control","0"
"7",61,"0","1","0","0",0,4.975,"control","0"
"7",62,"0","1","0","0",0,4.975,"control","0"
"7",63,"0","0","0","1",0.025,5,"control","1"
"7",64,"0","0","0","1",0.025,5.025,"control","1"
"7",65,"0","1","1","1",0.025,5.05,"control","1"
"7",66,"0","0","0","1",0.025,5.075,"control","1"
"7",67,"0","0","0","1",0.025,5.1,"control","1"
"7",68,"0","1","1","1",0.025,5.125,"control","1"
"7",69,"0","0","0","1",0.025,5.15,"control","1"
"7",70,"0","0","0","1",0.025,5.175,"control","1"
"7",71,"0","1","0","0",0,5.175,"control","0"
"7",72,"0","0","0","1",0.025,5.2,"control","1"
"7",73,"0","0","0","1",0.025,5.225,"control","1"
"7",74,"0","1","1","1",0.025,5.25,"control","1"
"7",75,"0","1","1","1",0.025,5.275,"control","1"
"7",76,"0","1","1","1",0.025,5.3,"control","1"
"7",77,"0","1","0","0",0,5.3,"control","0"
"7",78,"0","1","0","0",0,5.3,"control","0"
"7",79,"0","1","0","0",0,5.3,"control","0"
"7",80,"0","1","1","1",0.025,5.325,"control","1"
"7",81,"0","0","0","1",0.025,5.35,"control","1"
"7",82,"0","1","1","1",0.025,5.375,"control","1"
"7",83,"0","0","1","0",0,5.375,"control","0"
"7",84,"0","0","0","1",0.025,5.4,"control","1"
"7",85,"0","0","0","1",0.025,5.425,"control","1"
"7",86,"0","0","0","1",0.025,5.45,"control","1"
"7",87,"0","0","1","0",0,5.45,"control","0"
"7",88,"0","0","0","1",0.025,5.475,"control","1"
"7",89,"0","1","0","0",0,5.475,"control","0"
"7",90,"0","0","0","1",0.025,5.5,"control","1"
"7",91,"0","0","0","1",0.025,5.525,"control","1"
"7",92,"0","1","0","0",0,5.525,"control","0"
"7",93,"0","0","0","1",0.025,5.55,"control","1"
"7",94,"0","0","0","1",0.025,5.575,"control","1"
"7",95,"0","1","1","1",0.025,5.6,"control","1"
"7",96,"0","0","0","1",0.025,5.625,"control","1"
"7",97,"0","0","0","1",0.025,5.65,"control","1"
"7",98,"0","0","0","1",0.025,5.675,"control","1"
"7",99,"0","0","0","1",0.025,5.7,"control","1"
"7",100,"0","0","0","1",0.025,5.725,"control","1"
"7",101,"1","1","1","1",0.025,5.75,"control","1"
"7",102,"1","0","0","1",0.025,5.775,"control","1"
"7",103,"1","0","0","1",0.025,5.8,"control","1"
"7",104,"1","1","1","1",0.025,5.825,"control","1"
"7",105,"1","0","0","1",0.025,5.85,"control","1"
"7",106,"1","0","0","1",0.025,5.875,"control","1"
"7",107,"1","0","0","1",0.025,5.9,"control","1"
"7",108,"1","0","0","1",0.025,5.925,"control","1"
"7",109,"1","1","1","1",0.025,5.95,"control","1"
"7",110,"1","0","0","1",0.025,5.975,"control","1"
"7",111,"1","1","1","1",0.025,6,"control","1"
"7",112,"1","1","1","1",0.025,6.025,"control","1"
"7",113,"1","0","0","1",0.025,6.05,"control","1"
"7",114,"1","0","1","0",0,6.05,"control","0"
"7",115,"1","0","1","0",0,6.05,"control","0"
"7",116,"1","0","0","1",0.025,6.075,"control","1"
"7",117,"1","1","1","1",0.025,6.1,"control","1"
"7",118,"1","0","0","1",0.025,6.125,"control","1"
"7",119,"1","0","0","1",0.025,6.15,"control","1"
"7",120,"1","0","0","1",0.025,6.175,"control","1"
"7",121,"1","1","1","1",0.025,6.2,"control","1"
"7",122,"1","0","0","1",0.025,6.225,"control","1"
"7",123,"1","1","1","1",0.025,6.25,"control","1"
"7",124,"1","0","0","1",0.025,6.275,"control","1"
"7",125,"1","0","0","1",0.025,6.3,"control","1"
"7",126,"1","1","1","1",0.025,6.325,"control","1"
"7",127,"1","0","0","1",0.025,6.35,"control","1"
"7",128,"1","1","1","1",0.025,6.375,"control","1"
"7",129,"1","0","0","1",0.025,6.4,"control","1"
"7",130,"1","0","0","1",0.025,6.425,"control","1"
"7",131,"1","1","1","1",0.025,6.45,"control","1"
"7",132,"1","1","1","1",0.025,6.475,"control","1"
"7",133,"1","1","1","1",0.025,6.5,"control","1"
"7",134,"1","1","1","1",0.025,6.525,"control","1"
"7",135,"1","1","1","1",0.025,6.55,"control","1"
"7",136,"1","0","0","1",0.025,6.575,"control","1"
"7",137,"1","1","1","1",0.025,6.6,"control","1"
"7",138,"1","1","1","1",0.025,6.625,"control","1"
"7",139,"1","0","0","1",0.025,6.65,"control","1"
"7",140,"1","1","0","0",0,6.65,"control","0"
"7",141,"1","0","0","1",0.025,6.675,"control","1"
"7",142,"1","1","1","1",0.025,6.7,"control","1"
"7",143,"1","1","0","0",0,6.7,"control","0"
"7",144,"1","1","1","1",0.025,6.725,"control","1"
"7",145,"1","1","0","0",0,6.725,"control","0"
"7",146,"1","1","1","1",0.025,6.75,"control","1"
"7",147,"1","1","0","0",0,6.75,"control","0"
"7",148,"1","1","1","1",0.025,6.775,"control","1"
"7",149,"1","1","1","1",0.025,6.8,"control","1"
"7",150,"1","1","0","0",0,6.8,"control","0"
"7",151,"1","1","1","1",0.025,6.825,"control","1"
"7",152,"1","1","1","1",0.025,6.85,"control","1"
"7",153,"1","0","1","0",0,6.85,"control","0"
"7",154,"1","0","1","0",0,6.85,"control","0"
"7",155,"1","1","1","1",0.025,6.875,"control","1"
"7",156,"1","1","1","1",0.025,6.9,"control","1"
"7",157,"1","0","0","1",0.025,6.925,"control","1"
"7",158,"1","0","0","1",0.025,6.95,"control","1"
"7",159,"1","0","0","1",0.025,6.975,"control","1"
"7",160,"1","1","1","1",0.025,7,"control","1"
"7",161,"1","0","0","1",0.025,7.025,"control","1"
"7",162,"1","1","1","1",0.025,7.05,"control","1"
"7",163,"1","1","1","1",0.025,7.075,"control","1"
"7",164,"1","1","0","0",0,7.075,"control","0"
"7",165,"1","0","1","0",0,7.075,"control","0"
"7",166,"1","1","0","0",0,7.075,"control","0"
"7",167,"1","0","0","1",0.025,7.1,"control","1"
"7",168,"1","1","1","1",0.025,7.125,"control","1"
"7",169,"1","0","0","1",0.025,7.15,"control","1"
"7",170,"1","0","0","1",0.025,7.175,"control","1"
"7",171,"1","0","0","1",0.025,7.2,"control","1"
"7",172,"1","1","0","0",0,7.2,"control","0"
"7",173,"1","0","0","1",0.025,7.225,"control","1"
"7",174,"1","0","0","1",0.025,7.25,"control","1"
"7",175,"1","0","0","1",0.025,7.275,"control","1"
"7",176,"1","0","1","0",0,7.275,"control","0"
"7",177,"1","0","1","0",0,7.275,"control","0"
"7",178,"1","0","1","0",0,7.275,"control","0"
"7",179,"1","1","0","0",0,7.275,"control","0"
"7",180,"1","1","0","0",0,7.275,"control","0"
"7",181,"1","1","0","0",0,7.275,"control","0"
"7",182,"1","0","0","1",0.025,7.3,"control","1"
"7",183,"1","0","0","1",0.025,7.325,"control","1"
"7",184,"1","1","0","0",0,7.325,"control","0"
"7",185,"1","1","1","1",0.025,7.35,"control","1"
"7",186,"1","1","1","1",0.025,7.375,"control","1"
"7",187,"1","1","1","1",0.025,7.4,"control","1"
"7",188,"1","1","1","1",0.025,7.425,"control","1"
"7",189,"1","0","1","0",0,7.425,"control","0"
"7",190,"1","1","1","1",0.025,7.45,"control","1"
"7",191,"1","0","1","0",0,7.45,"control","0"
"7",192,"1","0","1","0",0,7.45,"control","0"
"7",193,"1","1","1","1",0.025,7.475,"control","1"
"7",194,"1","0","1","0",0,7.475,"control","0"
"7",195,"1","0","0","1",0.025,7.5,"control","1"
"7",196,"1","1","1","1",0.025,7.525,"control","1"
"7",197,"1","0","1","0",0,7.525,"control","0"
"7",198,"1","0","0","1",0.025,7.55,"control","1"
"7",199,"1","1","1","1",0.025,7.575,"control","1"
"7",200,"1","0","0","1",0.025,7.6,"control","1"
"8",1,"1","1","1","1",0.025,4.025,"control","1"
"8",2,"1","0","0","1",0.025,4.05,"control","1"
"8",3,"1","1","0","0",0,4.05,"control","0"
"8",4,"1","0","1","0",0,4.05,"control","0"
"8",5,"1","1","1","1",0.025,4.075,"control","1"
"8",6,"1","1","1","1",0.025,4.1,"control","1"
"8",7,"1","0","1","0",0,4.1,"control","0"
"8",8,"1","1","1","1",0.025,4.125,"control","1"
"8",9,"1","0","0","1",0.025,4.15,"control","1"
"8",10,"1","0","0","1",0.025,4.175,"control","1"
"8",11,"1","0","0","1",0.025,4.2,"control","1"
"8",12,"1","0","0","1",0.025,4.225,"control","1"
"8",13,"1","0","0","1",0.025,4.25,"control","1"
"8",14,"1","0","0","1",0.025,4.275,"control","1"
"8",15,"1","0","1","0",0,4.275,"control","0"
"8",16,"1","1","0","0",0,4.275,"control","0"
"8",17,"1","0","0","1",0.025,4.3,"control","1"
"8",18,"1","0","0","1",0.025,4.325,"control","1"
"8",19,"1","0","0","1",0.025,4.35,"control","1"
"8",20,"1","1","1","1",0.025,4.375,"control","1"
"8",21,"1","0","1","0",0,4.375,"control","0"
"8",22,"1","0","1","0",0,4.375,"control","0"
"8",23,"1","1","1","1",0.025,4.4,"control","1"
"8",24,"1","1","0","0",0,4.4,"control","0"
"8",25,"1","1","0","0",0,4.4,"control","0"
"8",26,"1","0","1","0",0,4.4,"control","0"
"8",27,"1","1","1","1",0.025,4.425,"control","1"
"8",28,"1","1","1","1",0.025,4.45,"control","1"
"8",29,"1","0","1","0",0,4.45,"control","0"
"8",30,"1","1","1","1",0.025,4.475,"control","1"
"8",31,"1","0","1","0",0,4.475,"control","0"
"8",32,"1","1","1","1",0.025,4.5,"control","1"
"8",33,"1","0","1","0",0,4.5,"control","0"
"8",34,"1","1","0","0",0,4.5,"control","0"
"8",35,"1","1","0","0",0,4.5,"control","0"
"8",36,"1","1","1","1",0.025,4.525,"control","1"
"8",37,"1","1","1","1",0.025,4.55,"control","1"
"8",38,"1","1","1","1",0.025,4.575,"control","1"
"8",39,"1","0","1","0",0,4.575,"control","0"
"8",40,"1","1","1","1",0.025,4.6,"control","1"
"8",41,"1","1","0","0",0,4.6,"control","0"
"8",42,"1","1","0","0",0,4.6,"control","0"
"8",43,"1","1","1","1",0.025,4.625,"control","1"
"8",44,"1","1","1","1",0.025,4.65,"control","1"
"8",45,"1","1","1","1",0.025,4.675,"control","1"
"8",46,"1","1","0","0",0,4.675,"control","0"
"8",47,"1","0","1","0",0,4.675,"control","0"
"8",48,"1","0","1","0",0,4.675,"control","0"
"8",49,"1","1","1","1",0.025,4.7,"control","1"
"8",50,"1","0","1","0",0,4.7,"control","0"
"8",51,"1","1","0","0",0,4.7,"control","0"
"8",52,"1","1","0","0",0,4.7,"control","0"
"8",53,"1","0","0","1",0.025,4.725,"control","1"
"8",54,"1","1","0","0",0,4.725,"control","0"
"8",55,"1","1","1","1",0.025,4.75,"control","1"
"8",56,"1","1","0","0",0,4.75,"control","0"
"8",57,"1","0","1","0",0,4.75,"control","0"
"8",58,"1","1","1","1",0.025,4.775,"control","1"
"8",59,"1","1","0","0",0,4.775,"control","0"
"8",60,"1","0","0","1",0.025,4.8,"control","1"
"8",61,"1","0","0","1",0.025,4.825,"control","1"
"8",62,"1","0","0","1",0.025,4.85,"control","1"
"8",63,"1","1","0","0",0,4.85,"control","0"
"8",64,"1","0","0","1",0.025,4.875,"control","1"
"8",65,"1","0","1","0",0,4.875,"control","0"
"8",66,"1","0","0","1",0.025,4.9,"control","1"
"8",67,"1","0","0","1",0.025,4.925,"control","1"
"8",68,"1","0","0","1",0.025,4.95,"control","1"
"8",69,"1","0","0","1",0.025,4.975,"control","1"
"8",70,"1","1","1","1",0.025,5,"control","1"
"8",71,"1","0","0","1",0.025,5.025,"control","1"
"8",72,"1","1","1","1",0.025,5.05,"control","1"
"8",73,"1","0","0","1",0.025,5.075,"control","1"
"8",74,"1","1","1","1",0.025,5.1,"control","1"
"8",75,"1","0","0","1",0.025,5.125,"control","1"
"8",76,"1","0","0","1",0.025,5.15,"control","1"
"8",77,"1","1","1","1",0.025,5.175,"control","1"
"8",78,"1","0","0","1",0.025,5.2,"control","1"
"8",79,"1","1","1","1",0.025,5.225,"control","1"
"8",80,"1","0","1","0",0,5.225,"control","0"
"8",81,"1","0","0","1",0.025,5.25,"control","1"
"8",82,"1","1","0","0",0,5.25,"control","0"
"8",83,"1","1","0","0",0,5.25,"control","0"
"8",84,"1","1","0","0",0,5.25,"control","0"
"8",85,"1","1","1","1",0.025,5.275,"control","1"
"8",86,"1","0","0","1",0.025,5.3,"control","1"
"8",87,"1","0","0","1",0.025,5.325,"control","1"
"8",88,"1","1","0","0",0,5.325,"control","0"
"8",89,"1","0","0","1",0.025,5.35,"control","1"
"8",90,"1","1","1","1",0.025,5.375,"control","1"
"8",91,"1","0","0","1",0.025,5.4,"control","1"
"8",92,"1","1","1","1",0.025,5.425,"control","1"
"8",93,"1","0","0","1",0.025,5.45,"control","1"
"8",94,"1","1","1","1",0.025,5.475,"control","1"
"8",95,"1","1","1","1",0.025,5.5,"control","1"
"8",96,"1","1","0","0",0,5.5,"control","0"
"8",97,"1","0","0","1",0.025,5.525,"control","1"
"8",98,"1","0","1","0",0,5.525,"control","0"
"8",99,"1","0","0","1",0.025,5.55,"control","1"
"8",100,"1","0","0","1",0.025,5.575,"control","1"
"8",101,"0","1","1","1",0.025,5.6,"control","1"
"8",102,"0","1","0","0",0,5.6,"control","0"
"8",103,"0","1","1","1",0.025,5.625,"control","1"
"8",104,"0","0","1","0",0,5.625,"control","0"
"8",105,"0","1","1","1",0.025,5.65,"control","1"
"8",106,"0","0","1","0",0,5.65,"control","0"
"8",107,"0","0","0","1",0.025,5.675,"control","1"
"8",108,"0","1","1","1",0.025,5.7,"control","1"
"8",109,"0","1","1","1",0.025,5.725,"control","1"
"8",110,"0","0","0","1",0.025,5.75,"control","1"
"8",111,"0","1","1","1",0.025,5.775,"control","1"
"8",112,"0","0","0","1",0.025,5.8,"control","1"
"8",113,"0","0","1","0",0,5.8,"control","0"
"8",114,"0","0","0","1",0.025,5.825,"control","1"
"8",115,"0","0","0","1",0.025,5.85,"control","1"
"8",116,"0","1","1","1",0.025,5.875,"control","1"
"8",117,"0","0","0","1",0.025,5.9,"control","1"
"8",118,"0","1","1","1",0.025,5.925,"control","1"
"8",119,"0","1","1","1",0.025,5.95,"control","1"
"8",120,"0","0","0","1",0.025,5.975,"control","1"
"8",121,"0","0","0","1",0.025,6,"control","1"
"8",122,"0","1","1","1",0.025,6.025,"control","1"
"8",123,"0","1","1","1",0.025,6.05,"control","1"
"8",124,"0","1","1","1",0.025,6.075,"control","1"
"8",125,"0","1","0","0",0,6.075,"control","0"
"8",126,"0","1","1","1",0.025,6.1,"control","1"
"8",127,"0","1","1","1",0.025,6.125,"control","1"
"8",128,"0","0","0","1",0.025,6.15,"control","1"
"8",129,"0","0","0","1",0.025,6.175,"control","1"
"8",130,"0","1","1","1",0.025,6.2,"control","1"
"8",131,"0","1","1","1",0.025,6.225,"control","1"
"8",132,"0","1","1","1",0.025,6.25,"control","1"
"8",133,"0","0","0","1",0.025,6.275,"control","1"
"8",134,"0","1","1","1",0.025,6.3,"control","1"
"8",135,"0","1","1","1",0.025,6.325,"control","1"
"8",136,"0","0","0","1",0.025,6.35,"control","1"
"8",137,"0","1","0","0",0,6.35,"control","0"
"8",138,"0","1","0","0",0,6.35,"control","0"
"8",139,"0","0","0","1",0.025,6.375,"control","1"
"8",140,"0","0","0","1",0.025,6.4,"control","1"
"8",141,"0","0","0","1",0.025,6.425,"control","1"
"8",142,"0","1","1","1",0.025,6.45,"control","1"
"8",143,"0","0","0","1",0.025,6.475,"control","1"
"8",144,"0","0","0","1",0.025,6.5,"control","1"
"8",145,"0","1","1","1",0.025,6.525,"control","1"
"8",146,"0","1","1","1",0.025,6.55,"control","1"
"8",147,"0","0","0","1",0.025,6.575,"control","1"
"8",148,"0","0","0","1",0.025,6.6,"control","1"
"8",149,"0","0","0","1",0.025,6.625,"control","1"
"8",150,"0","0","1","0",0,6.625,"control","0"
"8",151,"0","0","0","1",0.025,6.65,"control","1"
"8",152,"0","0","0","1",0.025,6.675,"control","1"
"8",153,"0","1","1","1",0.025,6.7,"control","1"
"8",154,"0","1","1","1",0.025,6.725,"control","1"
"8",155,"0","0","0","1",0.025,6.75,"control","1"
"8",156,"0","0","0","1",0.025,6.775,"control","1"
"8",157,"0","1","0","0",0,6.775,"control","0"
"8",158,"0","1","1","1",0.025,6.8,"control","1"
"8",159,"0","1","0","0",0,6.8,"control","0"
"8",160,"0","0","0","1",0.025,6.825,"control","1"
"8",161,"0","1","1","1",0.025,6.85,"control","1"
"8",162,"0","0","0","1",0.025,6.875,"control","1"
"8",163,"0","0","0","1",0.025,6.9,"control","1"
"8",164,"0","0","0","1",0.025,6.925,"control","1"
"8",165,"0","0","0","1",0.025,6.95,"control","1"
"8",166,"0","1","0","0",0,6.95,"control","0"
"8",167,"0","1","1","1",0.025,6.975,"control","1"
"8",168,"0","0","0","1",0.025,7,"control","1"
"8",169,"0","1","0","0",0,7,"control","0"
"8",170,"0","1","1","1",0.025,7.025,"control","1"
"8",171,"0","1","0","0",0,7.025,"control","0"
"8",172,"0","1","0","0",0,7.025,"control","0"
"8",173,"0","1","0","0",0,7.025,"control","0"
"8",174,"0","0","0","1",0.025,7.05,"control","1"
